country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,price_tier,is_provence
France,"This light, crisp and fresh wine is dominated by attractive red currant and raspberry fruit flavors. A tangy texture adds interest and brightens up the aftertaste.",Rosé Mosaïque Brut,86,45.0,Champagne,Champagne,,Roger Voss,@vossroger,Jacquart NV Rosé Mosaïque Brut  (Champagne),Champagne Blend,Jacquart,30_50,0
Italy,"Heady scents of jasmine, wisteria, white peach and mountain herbs come together on this rich but racy wine. The aromas carry over to the palate of green apple, lime and a note of candied ginger offset by racy acidity and a refined mousse. The finish is clean and refreshing, and drier than one would expect from the Extra Dry category.",Giustino B. Extra Dry,91,32.0,Veneto,Valdobbiadene Prosecco Superiore,,Kerin O’Keefe,@kerinokeefe,Ruggeri & C. 2014 Giustino B. Extra Dry  (Valdobbiadene Prosecco Superiore),Glera,Ruggeri & C.,30_50,0
Italy,"Enticing scents of wild flowers and white peach lead the nose, with a whiff of dried herbs. The creamy palate offers juicy apple, yellow pear and crushed minerals alongside zesty acidity and a frothy, elegant mousse. It's elegant and linear, with vibrant acidity that lifts up the fruit richness.",Cuvée del Fondatore Rive Col San Martino,91,34.0,Veneto,Valdobbiadene Prosecco Superiore,,Kerin O’Keefe,@kerinokeefe,Graziano Merotto 2014 Cuvée del Fondatore Rive Col San Martino  (Valdobbiadene Prosecco Superiore),Glera,Graziano Merotto,30_50,0
France,"With its lively mousse, this wine is initially all about fruit. Gradually, the richness and well-balanced texture show themselves, giving a structured wine where the fruit is a delicious contrast to the hints of toast and tight acidity. Drink the wine now.",Noble Cuvée Brut Rosé,91,130.0,Champagne,Champagne,,Roger Voss,@vossroger,Lanson NV Noble Cuvée Brut Rosé  (Champagne),Champagne Blend,Lanson,100_plus,0
US,"Whiffs of berry and pressed apple scent this slightly honeyed sparkling blend of Chardonnay and Pinot Noir. It's opulent and floral on the palate with a rich, mouth-clinging mousse that finishes sweetly with a hint of vanilla and biscuit.",Topaz Impérial Rosé,87,37.0,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Sparkling Pointe 2010 Topaz Impérial Rosé  (North Fork of Long Island),Champagne Blend,Sparkling Pointe,30_50,0
US,"Black plum, candied blueberry, garden herb and anise aromas show on the nose of this luscious bottling from Matt Villard and Rick Hudson. It doesn't rely on sheer power, instead offering nuanced sage, thyme and oregano flavors against a backfrop of baked red and black cherry fruit. Fennel, smoked meat and vanilla notes play a supporting role.",Rosewynn Vineyard,92,52.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,MCV 2014 Rosewynn Vineyard Petite Sirah (Paso Robles),Petite Sirah,MCV,50_100,0
Argentina,"This wine starts with light melon and stone-fruit aromas on the nose. The palate brings a light bubble bead along with dry, briny citrus flavors and a touch of tropical papaya and mango. This brut nature is clean, fresh, zesty and citrusy on the finish.",Rosa Brut Nature Malbec Rosé,88,20.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Belasco de Baquedano NV Rosa Brut Nature Malbec Rosé Sparkling (Mendoza),Sparkling Blend,Belasco de Baquedano,15_20,0
France,"Pretty and fresh, with vibrant, well-defined strawberry fruit on the nose set against a backdrop of white flowers. Turns a bit simple and fleeting in the mouth. Drink up.",Nationale 7,85,18.0,Provence,Côtes de Provence,,,,Xavier Flouret 2009 Nationale 7 Rosé (Côtes de Provence),Rosé,Xavier Flouret,15_20,1
Spain,"Almost red in color, with dusty aromas that mix in a blast of latex and dried cherry notes. The wine is made from organically grown Bobal grapes, and it offers tang and bite along with crisp flavors of plum skins, raspberry and citrus. Almost sour, but not. A solid quaffer for the price.",Albero Bobal,85,6.0,Levante,Utiel-Requena,,Michael Schachner,@wineschach,Iranzo Fields 2009 Albero Bobal Rosé (Utiel-Requena),Rosé,Iranzo Fields,under_10,0
US,"A three-grape rosé, this blends Pinot Gris, Merlot and Syrah to make a mahogany/copper-colored wine with a soft, spicy character. It was barrel-aged in neutral oak. There is a good mix of stone fruit flavors, though some of the grapes may have been a little too ripe, and the wine's finish reflects that, with just a hint of rot.",,85,15.0,Oregon,Columbia Valley (OR),Oregon Other,Paul Gregutt,@paulgwine ,Cathedral Ridge 2008 Rosé (Columbia Valley (OR)),Rosé,Cathedral Ridge,10_15,0
Australia,"Boldly fruity, redolent with cherries and pink grapefruit, this medium-bodied rosé does have a slightly candied quality to it, but remains a decent summertime quaff. Serve well chilled to help mute the apparent sweetness.",Nine Vines Grenache-Shiraz,84,12.0,South Australia,South Australia,,Joe Czerwinski,@JoeCz,Angove's 2009 Nine Vines Grenache-Shiraz Rosé (South Australia),Rosé,Angove's,10_15,0
Portugal,Wood aging (hence the extra year before release) gives this wine richness and a smooth texture. It does take away some freshness but the ripe red fruits give a rounded character that puts the wine firmly in the food-friendly category.,,87,19.0,Dão,,,Roger Voss,@vossroger,Quinta do Perdigão 2015 Rosé (Dão),Rosé,Quinta do Perdigão,15_20,0
France,"This blended rosé is ripe and fruity, with a spicy edge that makes it excellent with food. Its red fruit, acidity and crisp, tight texture make it tangy and ready to drink.",,87,20.0,France Other,Corse Porto Vecchio,,Roger Voss,@vossroger,Domaine Torraccia 2016 Rosé (Corse Porto Vecchio),Rosé,Domaine Torraccia,15_20,0
US,"This is a dry, light and easy going wine, made entirely from Pinot Noir. The palate is refreshing in its firm grasp of cherry and raspberry flavors.",Rosé of,87,15.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Educated Guess 2016 Rosé of Pinot Noir (Napa Valley),Pinot Noir,Educated Guess,10_15,0
Italy,"Redolent of peach, lemon soda and crushed flint, this sparkler would be pleasant to consume at outdoor picnics or summer barbecues.",Extra Dry,85,13.0,Veneto,Prosecco,,,,Il Follo NV Extra Dry  (Prosecco),Glera,Il Follo,10_15,0
Italy,"This offers fresh, soothing sensations of citrus, dried grass and white flower. The style is Brut, which means this expression is slightly drier than the majority of Proseccos found on the market today.",Etamorosa Brut,85,11.0,Veneto,Prosecco Treviso,,,,La Gioiosa NV Etamorosa Brut  (Prosecco Treviso),Glera,La Gioiosa,10_15,0
Italy,"A fresh sparkling wine, this has a bright bouquet of stone fruit, citrus and white flower. It's simple and lightweight, with a touch of spice.",Extra Dry,85,15.0,Veneto,Prosecco,,,,Lamberti NV Extra Dry  (Prosecco),Glera,Lamberti,10_15,0
Italy,"Made from organic grapes, it offers aromas of pear, apple and citrus that carry over to the palate along with tropical fruit notes. The crisp flavors and quenching finish make this an ideal apéritif.",,86,28.0,Veneto,Asolo Prosecco Superiore,,Kerin O’Keefe,@kerinokeefe,Case Paolin NV  Asolo Prosecco Superiore,Glera,Case Paolin,20_30,0
US,"More like an off white in color than actually pink, this 100% barrel-fermented, free-drained wine shows lemon blossoms, Pink Lady apple and lime zest on a very restrained nose. The palate is lively with tantalizing acidity, and fresh with light Meyer lemon zest and juice flavors.",Rosé of,89,20.0,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,Center of Effort 2015 Rosé of Pinot Noir (Edna Valley),Pinot Noir,Center of Effort,15_20,0
US,"Big and lush, this one's got gobs of chocolate, plum, spice, black cherry, spice, coffee, herb, toast, and vanilla, all framed in creamy smooth tannins that give a supple quality to the blend. Long, lush and smooth at the end.",Samsel Vineyard/Maggie's Reserve,90,42.0,California,Sonoma Valley,Sonoma,,,Rosenblum 2001 Samsel Vineyard/Maggie's Reserve Zinfandel (Sonoma Valley),Zinfandel,Rosenblum,30_50,0
US,"Some sweetness in the form of kirsch and Port, as well as chocolate and the clear essence of wood shavings. At only 53% Cabernet, there's lots of Merlot-influenced red fruit. It's more light and elegant than many dense Napa Cabs and keeps a reserved nature all the way through to the end.",Holbrook Mitchell Trio,90,30.0,California,Napa Valley,Napa,,,Rosenblum 1997 Holbrook Mitchell Trio Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Rosenblum,20_30,0
Austria,"A subdued nose leads onto a fresh, crisp, easy-drinking body that features fruit very loosely: There are hints of strawberry and red apple. The body is light and easy with big bubbles that create lively, refreshing sparkle finishing on a strawberry note.",Rosé Secco,88,16.0,Österreichischer Sekt,,,Anne Krebiehl MW,@AnneInVino,Biokult 2015 Rosé Secco Pinot Noir (Österreichischer Sekt),Pinot Noir,Biokult,15_20,0
US,"This generous rosé was whole-cluster pressed, yielding bright, fresh flavors of just-picked strawberries. The flavors are uplifted with a backing of wet stone minerality, and if any wine captures springtime in a bottle, this is it.",Pinot Noir,88,18.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Brooks 2015 Pinot Noir Rosé (Willamette Valley),Rosé,Brooks,15_20,0
France,"Fresh lemony notes are signalled on the nose and fizz on the simple, fruit-driven palate. There is an element of creaminess but the frothing mouthfeel is all about refreshment and easy fruit.",Giersberger Brut Rosé,88,23.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Cave de Ribeauvillé NV Giersberger Brut Rosé Pinot Noir (Alsace),Pinot Noir,Cave de Ribeauvillé,20_30,0
France,"This crisp, dry rosé brings out citrus and orange fruits as much as red berries and red currants. It is tight and lightly mineral in texture, with a touch of tannin from the 100% Pinot Noir. The wine is ready to drink.",Brut Rosé,88,54.0,Champagne,Champagne,,Roger Voss,@vossroger,Charles-Gilbert de Vindé NV Brut Rosé Pinot Noir (Champagne),Pinot Noir,Charles-Gilbert de Vindé,50_100,0
US,"Reductive on first pour, this wine opens to display aromas of freshly sliced red apple and melon. It drinks a hair off dry, with a fleshy, full feel.",,86,16.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Wind Rose 2014 Pinot Grigio (Yakima Valley),Pinot Grigio,Wind Rose,15_20,0
France,"A blend of Pinot Noir and Gamay from a small region just north of Sancerre, this bright-pink wine is fresh, fruity and light. A touch of tannin gives structure and brings out the dry core of this otherwise crisp wine.",,86,15.0,Loire Valley,Coteaux du Giennois,,Roger Voss,@vossroger,Hubert Veneau 2014 Rosé (Coteaux du Giennois),Rosé,Hubert Veneau,10_15,0
France,"This wine is barely rosé in color, more off white. The flavor, from Pinot Noir and Chardonnay, is bright and creamy, deliciously fresh with flavors of watermelon and creamed pear. Light and fragrant, it's ready to drink.",Brut Rosé,86,24.0,France Other,Vin de France,,Roger Voss,@vossroger,Les Rocailles NV Brut Rosé  (Vin de France),Champagne Blend,Les Rocailles,20_30,0
US,"Meaty, dry and balanced yet big, this is a substantial mouthful of Rosé. Made from Dry Creek Zinfandel with 12% Syrah, it's brooding in dark berry and peach fruit and can be paired much as a full-bodied red wine would be.",Salmon Run Rosé,87,18.0,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Truett Hurst 2013 Salmon Run Rosé Zinfandel (Dry Creek Valley),Zinfandel,Truett Hurst,15_20,0
Australia,"This is a terrific introduction to the Rutherglen style, sweet, fortified, but with decent balancing acids. It offers bold aromas of bergamot, honey and fig, flavors of caramelized pineapple and flamed orange zest and a moderately long finish.",,90,16.0,Victoria,Rutherglen,,Joe Czerwinski,@JoeCz,Chambers Rosewood Vineyards NV Muscadelle (Rutherglen),Muscadelle,Chambers Rosewood Vineyards,15_20,0
Australia,"Like Chambers' entry-level Muscadelle, this Muscat offers an affordable introduction to the Rutherglen style of sticky. The Muscat is full and round, with relatively simple notes of spiced orange and crème caramel and a finish that is sweet but balanced.",,90,16.0,Victoria,Rutherglen,,Joe Czerwinski,@JoeCz,Chambers Rosewood Vineyards NV Muscat (Rutherglen),Muscat,Chambers Rosewood Vineyards,15_20,0
US,"This wine has a deep pink color with a touch of amber, and very bright and zingy aromas. Mouthwatering, crisp fruit flavors are full of citrus and cherry. The lively texture is due to great grape acidity that lights up this wine.",Signal Ridge Vineyard Rosé of,89,24.0,California,Mendocino Ridge,,Jim Gordon,@gordone_cellars,Bravium 2014 Signal Ridge Vineyard Rosé of Rosé (Mendocino Ridge),Rosé,Bravium,20_30,0
US,"Mauve in color, this cold-fermented pink wine shows crystallized watermelon, effervescent pink lemonade and berry-lime sangria elements on the nose. It's very flavorful once sipped, with pomegranate and rose petal notes, proving ripe and tasty yet not overdone.",Estate Vineyards Rosé of,89,18.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Lucas & Lewellen 2014 Estate Vineyards Rosé of Pinot Noir (Santa Barbara County),Pinot Noir,Lucas & Lewellen,15_20,0
US,"A light, refreshing and yet complex combination of fresh-cut grapefruit and watermelon, a suggestion of apricot and cranberry in the wings, this wine is stellar in every way. Fermented in both stainless steel and neutral oak it provides a textured acidity that gives it balance and just enough weight, finishing with a taste of wet stone.",Rosé of,91,28.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Gary Farrell 2014 Rosé of Pinot Noir (Russian River Valley),Pinot Noir,Gary Farrell,20_30,0
Austria,"Restraint, elegance, freshness. This delicate rosé has the softest scent of tart summer berries and overtones of rose petals. There is a spicier aspect and fruitier notes of freshly cut apple on the midpalate. But this delivers full flavor with immense delicacy. Bravo.",Cistercien,91,17.0,Niederösterreich,,,Anne Krebiehl MW,@AnneInVino,Schloss Gobelsburg 2015 Cistercien Rosé (Niederösterreich),Rosé,Schloss Gobelsburg,15_20,0
US,"Extremely light in color save for a slight shade of pale pink, this awesome rose invites the nose with unique aromas of baked lemon and strawberry cream sauce, proving both delicate but richly layered. It's clean, crisp and quaffable on the palate, where lime rind and nectarine flesh make for a flavor profile that goes down like water.",Estate Rosé of,91,25.0,California,San Luis Obispo County,Central Coast,Matt Kettmann,@mattkettmann,Stolo 2015 Estate Rosé of Pinot Noir (San Luis Obispo County),Pinot Noir,Stolo,20_30,0
France,"This ripe, lively wine is bursting with red fruits. Crisp and clean, it features a light mineral character that gives it tight texture balanced by refreshing raspberry and orange flavors. The aftertaste shines with crisp acidity.",,91,20.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Château Rimauresq 2015 Rosé (Côtes de Provence),Rosé,Château Rimauresq,15_20,1
US,"Clean and nice upfront, with blackberry aromas and sweet vanilla. A lot of heft to the palate, and plenty of cassis flavor and tobacco nuance on the finish. Oak rears up on the finish. Needs some time.",Reserve,91,45.0,California,Napa Valley,Napa,,,Rosenblum 1997 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Rosenblum,30_50,0
